k5_pace_minkm,k10_pace_minkm,mh_pace_minkm,has_k5_data,has_k10_data,slowdown_10k_to_hm,slowdown_5k_to_hm,sex_M,sex_F,age_input,age_squared,bmi_input,endurancecat_input,typical_km_week,max_km_week,training_volume_ratio,has_sprint,has_tempo,injury_history,footwear_type,k5_pace_squared,k10_pace_squared,mh_pace_squared,mh_pace_cubed,sex_pace_interaction,age_pace_interaction,bmi_pace_interaction,training_pace_interaction,endurance_pace_interaction,age_bmi_interaction
,,4.716198601730063,0,0,,,0,1,34.0,1156.0,23.16774559020996,2,36.0,44.0,1.2222222222222223,0,0,0,2,,,22.242529250960597,104.90018535232038,0.0,160.35075245882211,109.26368935778603,169.78314966228226,9.432397203460125,787.7033500671387
,,4.645100130347197,0,0,,,1,0,38.0,1444.0,23.80480194091797,1,40.0,50.0,1.25,0,1,0,1,,,21.57695522095155,100.22711750933767,4.645100130347197,176.5138049531935,110.57568859864728,185.80400521388788,4.645100130347197,904.5824737548828
,,5.318165659438322,0,0,,,1,0,48.0,2304.0,23.7476806640625,1,22.0,26.0,1.1818181818181819,0,0,1,2,,,28.282885981229043,150.41307297518185,5.318165659438322,255.27195165303948,126.29409979892463,116.99964450764308,5.318165659438322,1139.888671875
,,5.316585693407592,0,0,,,1,0,33.0,1089.0,24.876869201660156,2,20.0,35.0,1.75,0,0,0,1,,,28.26608343534628,150.27905480102734,5.316585693407592,175.44732788245054,132.26000689431834,106.33171386815184,10.633171386815183,820.9366836547852
3.4233333333333333,,3.851167199905202,1,0,,1.12497581302002,1,0,37.0,1369.0,22.149662017822266,3,70.0,100.0,1.4285714285714286,1,1,0,2,11.719211111111111,,14.831488801625675,57.1185431985821,3.851167199905202,142.49318639649246,85.30205185202318,269.58170399336416,11.553501599715606,819.5374946594238
,,4.817316427696805,0,0,,,0,1,32.0,1024.0,22.539443969726562,1,35.0,43.0,1.2285714285714286,1,1,0,2,,,23.206537564557507,111.79323463970589,0.0,154.15412568629776,108.57963370651545,168.60607496938817,4.817316427696805,721.26220703125
,,4.54319232136509,0,0,,,0,1,30.0,900.0,20.575550079345703,1,40.0,72.0,1.8,1,1,0,2,,,20.64059646891072,93.77419938595058,0.0,136.2957696409527,93.47868112834628,181.72769285460362,4.54319232136509,617.2665023803711
,,4.027333412331635,0,0,,,0,1,35.0,1225.0,20.24147605895996,1,60.0,65.0,1.0833333333333333,0,0,0,2,,,16.21941441408277,65.32098959828888,0.0,140.95666943160722,81.51917284716032,241.6400047398981,4.027333412331635,708.4516620635986
3.986666666666667,,4.254848520756804,1,0,,1.0672696958420076,1,0,44.0,1936.0,23.592323303222656,1,35.0,45.0,1.2857142857142858,0,0,0,2,15.893511111111112,,18.10373593458636,77.02865406144657,4.254848520756804,187.21333491329938,100.3817619079332,148.91969822648812,4.254848520756804,1038.0622253417969
,4.615,4.858395544495793,0,1,1.052740096315448,,1,0,60.0,3600.0,23.8751163482666,2,38.0,42.0,1.105263157894737,0,1,0,2,,21.298225000000002,23.604007266776573,114.67760373715363,4.858395544495793,291.5037326697476,115.99475889073713,184.61903069084013,9.716791088991586,1432.506980895996
3.8233333333333333,,4.323577043093573,1,0,,1.1308396799721638,1,0,31.0,961.0,22.53840446472168,2,35.0,45.0,1.2857142857142858,1,1,1,1,14.617877777777776,,18.69331844756577,80.82200249913295,4.323577043093573,134.03088833590078,97.44652813162836,151.32519650827507,8.647154086187147,698.6905384063721
,4.633333333333334,4.716198601730063,0,1,1.0178845903014522,,0,1,31.0,961.0,26.936025619506836,2,30.0,45.0,1.5,0,1,0,1,,21.46777777777778,22.242529250960597,104.90018535232038,0.0,146.20215665363193,127.03564636288328,141.4859580519019,9.432397203460125,835.0167942047119
3.513333333333333,,3.990994193624837,1,0,,1.1359566016009974,1,0,43.0,1849.0,22.805912017822266,2,53.0,63.0,1.1886792452830188,1,1,0,2,12.34351111111111,,15.928034653547165,63.56869381816193,3.990994193624837,171.612750325868,91.01826244344755,211.52269226211638,7.981988387249674,980.6542167663574
,,5.9248726152387725,0,0,,,0,1,31.0,961.0,23.08344268798828,2,22.0,40.0,1.8181818181818181,0,1,0,1,,,35.10411550680633,207.98741264845557,0.0,183.67105107240195,136.76645744749544,130.347197535253,11.849745230477545,715.5867233276367
3.6666666666666665,,4.976892996800569,1,0,,1.3573344536728824,0,1,25.0,625.0,23.374238967895508,2,55.0,55.0,1.0,1,0,0,2,13.444444444444443,,24.769463901602546,123.2749714263902,0.0,124.42232492001422,116.3310862248621,273.7291148240313,9.953785993601137,584.3559741973877
4.133333333333334,,4.6135008097325905,1,0,,1.1161695507417557,0,1,25.0,625.0,23.649608612060547,2,50.0,65.0,1.3,1,1,0,1,17.084444444444447,,21.28438972140327,98.195549214358,0.0,115.33752024331476,109.10748848160017,230.6750404866295,9.227001619465181,591.2402153015137
,4.293333333333333,4.389935616384247,0,1,1.0225005317665172,,0,1,27.0,729.0,22.377622604370117,3,50.0,60.0,1.2,1,1,0,2,,18.432711111111107,19.27153471599894,84.60079663214923,0.0,118.52826164237467,98.23632248092959,219.49678081921235,13.169806849152742,604.1958103179932
,,7.1098471382865265,0,0,,,0,1,39.0,1521.0,23.271215438842773,1,30.0,40.0,1.3333333333333333,1,1,0,2,,,50.54992632980111,359.40224905653116,0.0,277.2840383931745,165.45478449230552,213.2954141485958,7.1098471382865265,907.5774021148682
,,5.510131532172058,0,0,,,0,1,49.0,2401.0,20.91852569580078,1,40.0,52.0,1.3,0,1,1,2,,,30.36154950183679,167.29613127567373,0.0,269.99644507643086,115.26382804298332,220.4052612868823,5.510131532172058,1025.0077590942383
,,4.408105225737646,0,0,,,1,0,28.0,784.0,22.263450622558594,1,40.0,65.0,1.625,1,1,1,1,,,19.431391681175544,85.65561921314494,4.408105225737646,123.4269463206541,98.13963303225259,176.32420902950585,4.408105225737646,623.3766174316406
